frame,elapsed_ms,capture_ms,copy_ms,native_texture
3144,26200.744,0.835,0.277,27
3145,26209.047,0.839,0.271,19
3146,26217.367,0.788,0.270,23
3147,26225.740,0.833,0.278,27
3148,26234.066,0.845,0.291,19
3149,26242.437,0.813,0.276,23
3150,26250.803,0.763,0.279,27
3151,26259.231,0.898,0.273,19
3152,26267.418,0.808,0.278,23
3153,26275.770,0.831,0.288,27
3154,26284.068,0.859,0.277,19
3155,26292.396,0.836,0.280,23
3156,26300.742,0.818,0.292,27
3157,26309.081,0.858,0.277,19
3158,26317.397,0.820,0.281,23
3159,26325.893,0.951,0.278,27
3160,26334.050,0.795,0.285,19
3161,26342.524,0.954,0.286,23
3162,26350.731,0.736,0.289,27
3163,26359.029,0.775,0.290,19
3164,26367.286,0.725,0.286,23
3165,26375.678,0.752,0.286,27
3166,26383.929,0.718,0.286,19
3167,26392.271,0.705,0.289,23
3168,26400.661,0.733,0.286,27
3169,26408.935,0.725,0.284,19
3170,26417.363,0.743,0.280,23
3171,26425.767,0.842,0.290,27
3172,26434.053,0.857,0.307,19
3173,26442.452,0.874,0.298,23
3174,26450.892,0.866,0.320,27
3175,26459.098,0.810,0.286,19
3176,26467.377,0.794,0.295,23
3177,26475.760,0.791,0.299,27
3178,26484.022,0.788,0.309,19
3179,26492.377,0.800,0.293,23
3180,26500.731,0.758,0.299,27
3181,26509.017,0.764,0.291,19
3182,26517.360,0.716,0.281,23
3183,26525.817,0.831,0.270,27
3184,26534.181,0.921,0.305,19
3185,26542.540,0.934,0.292,23
3186,26550.838,0.756,0.298,27
3187,26559.079,0.751,0.286,19
3188,26567.315,0.728,0.296,23
3189,26575.704,0.710,0.286,27
3190,26584.033,0.745,0.287,19
3191,26592.377,0.716,0.283,23
3192,26600.845,0.895,0.302,27
3193,26609.144,0.887,0.296,19
3194,26617.492,0.864,0.288,23
3195,26625.890,0.935,0.309,27
3196,26634.063,0.778,0.300,19
3197,26642.535,0.876,0.286,23
3198,26651.002,0.879,0.293,27
3199,26659.333,0.924,0.288,19
3200,26667.440,0.776,0.290,23
3201,26675.916,0.929,0.295,27
3202,26684.223,0.918,0.291,19
3203,26692.576,0.899,0.288,23
3204,26700.855,0.857,0.283,27
3205,26709.031,0.731,0.279,19
3206,26717.360,0.675,0.270,23
3207,26725.813,0.806,0.278,27
3208,26734.079,0.781,0.274,19
3209,26742.537,0.925,0.281,23
3210,26750.938,0.844,0.287,27
3211,26759.284,0.920,0.280,19
3212,26767.540,0.892,0.278,23
3213,26775.810,0.824,0.276,27
3214,26783.985,0.733,0.275,19
3215,26792.326,0.728,0.275,23
3216,26800.720,0.746,0.285,27
3217,26809.037,0.742,0.278,19
3218,26817.607,0.962,0.281,23
3219,26825.836,0.856,0.278,27
3220,26834.116,0.824,0.269,19
3221,26842.438,0.796,0.289,23
3222,26850.798,0.769,0.294,27
3223,26859.107,0.791,0.287,19
3224,26867.364,0.741,0.287,23
3225,26875.686,0.735,0.287,27
3226,26884.134,0.778,0.303,19
3227,26892.433,0.759,0.303,23
3228,26900.785,0.776,0.314,27
3229,26909.050,0.766,0.304,19
3230,26917.615,0.995,0.310,23
3231,26925.909,0.924,0.322,27
3232,26934.217,0.932,0.310,19
3233,26942.568,0.933,0.307,23
3234,26950.981,0.878,0.315,27
3235,26959.373,0.964,0.309,19
3236,26967.606,0.947,0.309,23
3237,26975.879,0.889,0.325,27
3238,26984.209,0.923,0.305,19
3239,26992.658,0.967,0.306,23
3240,27000.881,0.902,0.320,27
3241,27009.202,0.930,0.306,19
3242,27017.630,0.949,0.306,23
3243,27025.908,0.893,0.303,27
3244,27034.254,0.925,0.314,19
3245,27042.572,0.943,0.306,23
3246,27050.840,0.885,0.311,27
3247,27059.324,0.972,0.325,19
3248,27067.571,0.920,0.302,23
3249,27075.873,0.895,0.322,27
3250,27084.166,0.906,0.306,19
3251,27092.570,0.911,0.304,23
3252,27100.890,0.888,0.305,27
3253,27109.155,0.858,0.306,19
3254,27117.412,0.773,0.318,23
3255,27125.775,0.784,0.308,27
3256,27134.209,0.817,0.311,19
3257,27142.473,0.809,0.307,23
3258,27151.027,0.913,0.290,27
3259,27159.294,0.900,0.284,19
3260,27167.559,0.888,0.284,23
3261,27175.794,0.795,0.298,27
3262,27184.089,0.788,0.297,19
3263,27192.387,0.726,0.276,23
3264,27200.869,0.857,0.290,27
3265,27209.090,0.796,0.282,19
3266,27217.407,0.741,0.277,23
3267,27225.806,0.781,0.279,27
3268,27234.232,0.857,0.280,19
3269,27242.509,0.807,0.278,23
3270,27251.093,0.907,0.286,27
3271,27259.186,0.761,0.280,19
3272,27267.421,0.731,0.286,23
3273,27275.778,0.709,0.272,27
3274,27284.083,0.763,0.291,19
3275,27292.401,0.725,0.287,23
3276,27300.803,0.731,0.293,27
3277,27309.116,0.760,0.286,19
3278,27317.380,0.708,0.278,23
3279,27325.824,0.794,0.295,27
3280,27334.071,0.752,0.276,19
3281,27342.481,0.847,0.283,23
3282,27350.989,0.862,0.305,27
3283,27359.318,0.930,0.284,19
3284,27367.433,0.745,0.295,23
3285,27375.860,0.897,0.295,27
3286,27384.227,0.917,0.288,19
3287,27392.403,0.749,0.297,23
3288,27400.764,0.741,0.287,27
3289,27409.119,0.805,0.305,19
3290,27417.428,0.721,0.292,23
3291,27425.890,0.851,0.289,27
3292,27434.215,0.883,0.292,19
3293,27442.575,0.906,0.301,23
3294,27451.008,0.885,0.280,27
3295,27459.257,0.871,0.280,19
3296,27467.552,0.876,0.310,23
3297,27475.869,0.831,0.289,27
3298,27484.076,0.751,0.276,19
3299,27492.407,0.726,0.279,23
3300,27500.802,0.702,0.280,27
3301,27509.139,0.779,0.280,19
3302,27517.412,0.719,0.277,23
3303,27525.876,0.781,0.282,27
3304,27534.095,0.716,0.267,19
3305,27542.562,0.823,0.288,23
3306,27551.105,0.874,0.298,27
3307,27559.290,0.739,0.284,19
3308,27567.548,0.728,0.278,23
3309,27575.824,0.708,0.282,27
3310,27584.111,0.745,0.275,19
3311,27592.504,0.789,0.281,23
3312,27600.836,0.717,0.284,27
3313,27609.133,0.755,0.277,19
3314,27617.713,0.811,0.284,23
3315,27625.882,0.786,0.288,27
3316,27634.197,0.799,0.297,19
3317,27642.572,0.852,0.299,23
3318,27650.970,0.807,0.299,27
3319,27659.178,0.802,0.291,19
3320,27667.503,0.794,0.291,23
3321,27675.805,0.755,0.287,27
3322,27684.214,0.796,0.287,19
3323,27692.509,0.772,0.296,23
3324,27701.002,0.901,0.291,27
3325,27709.241,0.840,0.321,19
3326,27717.527,0.800,0.284,23
3327,27725.875,0.802,0.290,27
3328,27734.236,0.830,0.292,19
3329,27742.617,0.896,0.291,23
3330,27750.967,0.853,0.300,27
3331,27759.354,0.879,0.287,19
3332,27767.624,0.836,0.299,23
3333,27775.863,0.771,0.297,27
3334,27784.181,0.790,0.281,19
3335,27792.497,0.761,0.283,23
3336,27800.902,0.788,0.282,27
3337,27809.118,0.759,0.284,19
3338,27817.494,0.758,0.281,23
3339,27826.096,0.930,0.303,27
3340,27834.436,0.938,0.292,19
3341,27842.701,0.928,0.292,23
3342,27851.118,0.905,0.281,27
3343,27859.347,0.864,0.280,19
3344,27867.658,0.864,0.287,23
3345,27876.013,0.889,0.283,27
3346,27884.281,0.871,0.280,19
3347,27892.635,0.881,0.289,23
3348,27900.856,0.720,0.277,27
3349,27909.190,0.770,0.274,19
3350,27917.499,0.736,0.270,23
3351,27925.849,0.724,0.282,27
3352,27934.198,0.799,0.282,19
3353,27942.541,0.805,0.273,23
3354,27950.996,0.783,0.282,27
3355,27959.168,0.699,0.273,19
3356,27967.503,0.756,0.275,23
3357,27975.818,0.719,0.279,27
3358,27984.115,0.722,0.272,19
3359,27992.449,0.705,0.275,23
3360,28000.814,0.727,0.275,27
3361,28009.133,0.754,0.277,19
3362,28017.499,0.746,0.277,23
3363,28025.820,0.730,0.297,27
3364,28034.136,0.746,0.270,19
3365,28042.501,0.740,0.276,23
3366,28051.094,0.876,0.289,27
3367,28059.274,0.755,0.280,19
3368,28067.600,0.770,0.283,23
3369,28075.907,0.740,0.279,27
3370,28084.163,0.758,0.276,19
3371,28092.526,0.752,0.275,23
3372,28100.807,0.700,0.274,27
3373,28109.438,0.937,0.298,19
3374,28117.595,0.781,0.290,23
3375,28125.923,0.807,0.281,27
3376,28134.324,0.886,0.287,19
3377,28142.596,0.805,0.279,23
3378,28150.993,0.774,0.301,27
3379,28159.255,0.737,0.278,19
3380,28167.589,0.788,0.283,23
3381,28175.857,0.736,0.294,27
3382,28184.169,0.760,0.280,19
3383,28192.586,0.785,0.276,23
3384,28200.941,0.750,0.281,27
3385,28209.216,0.792,0.297,19
3386,28217.583,0.776,0.280,23
3387,28225.927,0.785,0.285,27
3388,28234.174,0.771,0.289,19
3389,28242.586,0.824,0.289,23
3390,28251.175,0.925,0.285,27
3391,28259.350,0.845,0.275,19
3392,28267.633,0.870,0.277,23
3393,28275.844,0.733,0.282,27
3394,28284.248,0.803,0.272,19
3395,28292.632,0.854,0.282,23
3396,28300.921,0.797,0.279,27
3397,28309.325,0.799,0.272,19
3398,28317.641,0.831,0.275,23
3399,28325.962,0.834,0.277,27
3400,28334.239,0.791,0.279,19
3401,28342.584,0.816,0.280,23
3402,28350.975,0.763,0.285,27
3403,28359.254,0.759,0.318,19
3404,28367.566,0.818,0.296,23
3405,28375.843,0.728,0.276,27
3406,28384.191,0.749,0.286,19
3407,28392.564,0.791,0.272,23
3408,28400.841,0.725,0.277,27
3409,28409.225,0.792,0.287,19
3410,28417.545,0.735,0.269,23
3411,28425.919,0.797,0.284,27
3412,28434.220,0.796,0.294,19
3413,28442.599,0.785,0.280,23
3414,28450.936,0.754,0.288,27
3415,28459.244,0.728,0.281,19
3416,28467.635,0.852,0.280,23
3417,28475.933,0.818,0.279,27
3418,28484.258,0.786,0.275,19
3419,28492.724,0.929,0.309,23
3420,28500.893,0.775,0.309,27
3421,28509.159,0.763,0.298,19
3422,28517.545,0.797,0.307,23
3423,28526.056,0.943,0.310,27
3424,28534.318,0.913,0.312,19
3425,28542.750,0.961,0.307,23
3426,28551.024,0.920,0.316,27
3427,28559.481,0.977,0.308,19
3428,28567.793,1.013,0.316,23
3429,28576.194,1.003,0.289,27
3430,28584.385,0.858,0.278,19
3431,28592.772,0.837,0.283,23
3432,28600.938,0.732,0.288,27
3433,28609.232,0.779,0.279,19
3434,28617.594,0.782,0.271,23
3435,28625.911,0.744,0.264,27
3436,28634.320,0.827,0.264,19
3437,28642.782,0.941,0.297,23
3438,28651.092,0.905,0.285,27
3439,28659.499,0.944,0.292,19
3440,28667.871,1.012,0.310,23
3441,28676.134,0.904,0.287,27
3442,28684.427,0.907,0.279,19
3443,28692.886,0.965,0.352,23
3444,28701.117,0.855,0.293,27
3445,28709.644,1.017,0.329,19
3446,28717.904,1.007,0.308,23
3447,28726.179,0.967,0.292,27
3448,28734.598,1.030,0.327,19
3449,28742.890,0.963,0.343,23
3450,28751.478,1.063,0.322,27
3451,28759.698,0.974,0.310,19
3452,28767.842,0.941,0.325,23
3453,28776.359,1.015,0.296,27
3454,28784.661,1.044,0.306,19
3455,28792.960,0.882,0.305,23
3456,28801.316,0.981,0.297,27
3457,28809.495,0.894,0.296,19
3458,28818.128,1.095,0.283,23
3459,28826.126,0.926,0.283,27
3460,28834.694,1.063,0.302,19
3461,28843.070,1.019,0.303,23
3462,28851.475,1.058,0.317,27
3463,28859.810,1.039,0.306,19
3464,28868.010,0.980,0.313,23
3465,28876.346,1.046,0.313,27
3466,28884.791,1.076,0.325,19
3467,28893.037,1.014,0.317,23
3468,28901.495,1.119,0.329,27
3469,28909.764,1.077,0.321,19
3470,28917.717,0.770,0.300,23
3471,28926.083,0.847,0.290,27
3472,28934.411,0.877,0.298,19
3473,28942.786,0.910,0.308,23
3474,28951.107,0.885,0.297,27
3475,28959.553,0.904,0.297,19
3476,28967.744,0.871,0.287,23
3477,28976.110,0.910,0.319,27
3478,28984.402,0.793,0.278,19
3479,28992.740,0.854,0.296,23
3480,29000.897,0.716,0.288,27
3481,29009.437,0.930,0.292,19
3482,29017.777,0.867,0.273,23
3483,29025.979,0.826,0.295,27
3484,29034.363,0.912,0.275,19
3485,29042.755,0.894,0.275,23
3486,29051.265,0.958,0.277,27
3487,29059.492,0.905,0.276,19
3488,29067.768,0.874,0.294,23
3489,29076.108,0.885,0.293,27
3490,29084.305,0.786,0.265,19
3491,29092.667,0.765,0.273,23
3492,29100.991,0.791,0.272,27
3493,29109.332,0.813,0.265,19
3494,29117.765,0.881,0.285,23
3495,29126.092,0.900,0.268,27
3496,29134.285,0.803,0.263,19
3497,29142.652,0.750,0.269,23
3498,29151.106,0.829,0.269,27
3499,29159.509,0.851,0.271,19
3500,29167.751,0.802,0.283,23
3501,29176.091,0.836,0.271,27
3502,29184.395,0.806,0.274,19
3503,29192.840,0.874,0.294,23
3504,29201.098,0.851,0.280,27
3505,29209.415,0.827,0.272,19
3506,29217.784,0.853,0.276,23
3507,29226.082,0.847,0.276,27
3508,29234.372,0.778,0.279,19
3509,29242.680,0.754,0.287,23
3510,29251.183,0.847,0.288,27
3511,29259.363,0.732,0.285,19
3512,29267.700,0.781,0.285,23
3513,29275.997,0.781,0.301,27
3514,29284.546,0.937,0.285,19
3515,29292.814,0.868,0.295,23
3516,29301.199,0.917,0.291,27
3517,29309.488,0.880,0.287,19
3518,29317.830,0.853,0.273,23
3519,29326.231,0.957,0.286,27
3520,29334.546,0.903,0.286,19
3521,29342.883,0.846,0.273,23
3522,29351.264,0.904,0.284,27
3523,29359.543,0.917,0.292,19
3524,29367.876,0.877,0.294,23
3525,29376.203,0.927,0.283,27
3526,29384.543,0.907,0.282,19
3527,29392.882,0.891,0.283,23
3528,29401.178,0.874,0.280,27
3529,29409.532,0.893,0.279,19
3530,29417.878,0.850,0.283,23
3531,29426.217,0.906,0.284,27
3532,29434.565,0.892,0.275,19
3533,29442.765,0.781,0.269,23
3534,29451.236,0.762,0.266,27
3535,29459.558,0.828,0.274,19
3536,29467.795,0.779,0.287,23
3537,29476.182,0.828,0.272,27
3538,29484.415,0.756,0.265,19
3539,29492.855,0.873,0.280,23
3540,29501.113,0.815,0.279,27
3541,29509.560,0.906,0.279,19
3542,29517.753,0.776,0.276,23
3543,29526.085,0.834,0.280,27
3544,29534.516,0.904,0.268,19
3545,29542.842,0.866,0.289,23
3546,29551.119,0.798,0.290,27
3547,29559.507,0.909,0.282,19
3548,29567.858,0.925,0.305,23
3549,29576.211,0.936,0.286,27
3550,29584.417,0.815,0.289,19
3551,29592.812,0.888,0.294,23
3552,29601.187,0.876,0.286,27
3553,29609.544,0.928,0.299,19
3554,29617.831,0.864,0.274,23
3555,29626.203,0.916,0.284,27
3556,29634.508,0.885,0.285,19
3557,29642.830,0.857,0.291,23
3558,29651.220,0.907,0.286,27
3559,29659.567,0.928,0.287,19
3560,29667.850,0.891,0.303,23
3561,29676.230,0.913,0.296,27
3562,29684.502,0.890,0.277,19
3563,29692.733,0.748,0.284,23
3564,29701.348,1.070,0.273,27
3565,29709.561,0.885,0.286,19
3566,29717.832,0.857,0.282,23
3567,29726.043,0.768,0.284,27
3568,29734.568,0.927,0.290,19
3569,29742.909,0.911,0.293,23
3570,29751.250,0.747,0.286,27
3571,29759.469,0.777,0.276,19
3572,29767.766,0.844,0.309,23
3573,29776.023,0.811,0.310,27
3574,29784.303,0.733,0.292,19
3575,29792.670,0.709,0.276,23
3576,29801.002,0.742,0.280,27
3577,29809.407,0.748,0.269,19
3578,29817.790,0.889,0.301,23
3579,29826.153,0.899,0.284,27
3580,29834.494,0.888,0.288,19
3581,29842.871,0.918,0.290,23
3582,29851.156,0.789,0.277,27
3583,29859.428,0.756,0.280,19
3584,29867.726,0.712,0.278,23
3585,29875.976,0.736,0.282,27
3586,29884.369,0.737,0.264,19
3587,29892.723,0.758,0.281,23
3588,29901.041,0.763,0.283,27
3589,29909.534,0.874,0.276,19
3590,29917.881,0.882,0.303,23
3591,29926.182,0.904,0.276,27
3592,29934.501,0.865,0.280,19
3593,29942.815,0.850,0.283,23
3594,29951.272,0.851,0.271,27
3595,29959.480,0.755,0.284,19
3596,29967.738,0.760,0.298,23
3597,29976.073,0.789,0.289,27
3598,29984.380,0.732,0.290,19
3599,29992.762,0.826,0.278,23
